COREF,start_token,end_token,prop,cat,text,COREF_head,chapter
92,89906,89906,PRON,PER,herself,Anne,21
115,89910,89910,PRON,PER,him,Captain Wentworth,21
115,89916,89916,PRON,PER,he,Captain Wentworth,21
407,89924,89925,NOM,FAC,the room,-1,21
1342,89928,89930,NOM,PER,the two ladies,-1,21
115,89938,89939,PROP,PER,Captain Wentworth,Captain Wentworth,21
2065,89938,89941,NOM,FAC,Captain Wentworth 's table,-1,21
92,89948,89948,PRON,PER,she,Anne,21
115,89950,89950,PRON,PER,him,Captain Wentworth,21
153,89952,89953,PROP,PER,Captain Harville,Captain Harville,21
115,89976,89976,PRON,PER,he,Captain Wentworth,21
115,89982,89982,PRON,PER,his,Captain Wentworth,21
92,89994,89994,PRON,PER,you,Anne,21
155,90004,90005,PROP,PER,Captain Benwick,Captain Benwick,21
92,90012,90012,PRON,PER,you,Anne,21
92,90036,90036,PRON,PER,her,Anne,21
92,90038,90039,PROP,PER,Miss Elliot,Anne,21
92,90042,90042,PRON,PER,you,Anne,21
3379,90044,90044,PRON,PER,our,-1,21
46,90048,90048,PROP,GPE,Lyme,Lyme,21
115,90053,90053,PRON,PER,him,Captain Wentworth,21
115,90055,90055,PRON,PER,I,Captain Wentworth,21
3380,90068,90069,NOM,FAC,the Cape,-1,21
115,90071,90071,PRON,PER,He,Captain Wentworth,21
3381,90074,90081,NOM,PER,a clever young German artist at the Cape,-1,21
3380,90080,90081,NOM,FAC,the Cape,-1,21
115,90090,90090,PRON,PER,my,Captain Wentworth,21
3383,90090,90092,NOM,PER,my poor sister,-1,21
115,90096,90096,PRON,PER,him,Captain Wentworth,21
286,90102,90102,NOM,FAC,home,-1,21
92,90104,90104,PRON,PER,her,Anne,21
115,90107,90107,PRON,PER,I,Captain Wentworth,21
115,90125,90125,PRON,PER,me,Captain Wentworth,21
115,90135,90135,PRON,PER,I,Captain Wentworth,21
115,90137,90137,PRON,PER,I,Captain Wentworth,21
115,90141,90141,PRON,PER,him,Captain Wentworth,21
115,90143,90143,PRON,PER,I,Captain Wentworth,21
115,90157,90157,PRON,PER,He,Captain Wentworth,21
115,90165,90166,PROP,PER,Captain Wentworth,Captain Wentworth,21
115,90170,90170,PRON,PER,he,Captain Wentworth,21
115,90183,90183,PRON,PER,he,Captain Wentworth,21
157,90192,90193,PROP,PER,Poor Fanny,Fanny Harville,21
157,90195,90195,PRON,PER,she,Fanny Harville,21
115,90200,90200,PRON,PER,him,Captain Wentworth,21
92,90210,90210,PROP,PER,Anne,Anne,21
92,90221,90221,PRON,PER,I,Anne,21
157,90232,90232,PRON,PER,her,Fanny Harville,21
157,90235,90235,PRON,PER,She,Fanny Harville,21
115,90238,90238,PRON,PER,him,Captain Wentworth,21
3385,90249,90253,NOM,PER,any woman who truly loved,-1,21
153,90256,90257,PROP,PER,Captain Harville,Captain Harville,21
92,90268,90268,PRON,PER,you,Anne,21
92,90272,90272,PRON,PER,your,Anne,21
92,90277,90277,PRON,PER,she,Anne,21
3386,90288,90288,PRON,PER,We,-1,21
115,90293,90293,PRON,PER,you,Captain Wentworth,21
115,90297,90297,PRON,PER,you,Captain Wentworth,21
3386,90299,90299,PRON,PER,us,-1,21
3386,90306,90306,PRON,PER,our,-1,21
3386,90310,90310,PRON,PER,our,-1,21
3386,90313,90313,PRON,PER,We,-1,21
3386,90317,90317,PRON,PER,ourselves,-1,21
3386,90319,90319,PRON,PER,We,-1,21
286,90322,90322,NOM,FAC,home,-1,21
3386,90329,90329,PRON,PER,our,-1,21
3386,90333,90333,PRON,PER,us,-1,21
115,90335,90335,PRON,PER,You,Captain Wentworth,21
115,90341,90341,PRON,PER,You,Captain Wentworth,21
115,90358,90358,PRON,PER,you,Captain Wentworth,21
238,90361,90362,NOM,LOC,the world,-1,21
92,90377,90377,PRON,PER,your,Anne,21
238,90380,90381,NOM,LOC,the world,-1,21
2265,90388,90388,NOM,PER,men,-1,21
115,90394,90394,PRON,PER,I,Captain Wentworth,21
115,90398,90398,PRON,PER,I,Captain Wentworth,21
155,90408,90408,PROP,PER,Benwick,Captain Benwick,21
155,90410,90410,PRON,PER,He,Captain Benwick,21
155,90422,90422,PRON,PER,him,Captain Benwick,21
689,90424,90424,NOM,LOC,shore,-1,21
155,90431,90431,PRON,PER,he,Captain Benwick,21
3386,90436,90436,PRON,PER,us,-1,21
3386,90439,90439,PRON,PER,our,-1,21
3392,90439,90442,NOM,PER,our little family circle,-1,21
92,90453,90453,PROP,PER,Anne,Anne,21
92,90459,90459,PRON,PER,I,Anne,21
3386,90467,90467,PRON,PER,we,-1,21
153,90471,90472,PROP,PER,Captain Harville,Captain Harville,21
1146,90494,90494,NOM,PER,man,-1,21
155,90504,90505,PROP,PER,Captain Benwick,Captain Benwick,21
1146,90516,90516,NOM,PER,man,-1,21
115,90520,90520,PRON,PER,I,Captain Wentworth,21
1146,90528,90528,NOM,PER,man,-1,21
1147,90532,90532,NOM,PER,woman,-1,21
1147,90540,90540,PRON,PER,they,-1,21
115,90548,90548,PRON,PER,I,Captain Wentworth,21
115,90553,90553,PRON,PER,I,Captain Wentworth,21
3386,90560,90560,PRON,PER,our,-1,21
3386,90564,90564,PRON,PER,our,-1,21
3386,90570,90570,PRON,PER,our,-1,21
3386,90578,90578,PRON,PER,our,-1,21
3397,90597,90597,PRON,PER,Your,-1,21
92,90606,90606,PROP,PER,Anne,Anne,21
92,90617,90617,PRON,PER,me,Anne,21
3386,90621,90621,PRON,PER,ours,-1,21
1146,90627,90627,NOM,PER,Man,-1,21
1147,90632,90632,NOM,PER,woman,-1,21
1146,90635,90635,PRON,PER,he,-1,21
92,90644,90644,PRON,PER,my,Anne,21
1147,90650,90650,PRON,PER,their,-1,21
3397,90661,90661,PRON,PER,you,-1,21
3397,90668,90668,PRON,PER,You,-1,21
3397,90682,90682,PRON,PER,You,-1,21
3397,90696,90696,PRON,PER,Your,-1,21
3400,90696,90697,NOM,FAC,Your home,-1,21
3401,90699,90699,NOM,GPE,country,-1,21
3402,90701,90701,NOM,PER,friends,-1,21
3397,90718,90718,PRON,PER,your,-1,21
1147,90737,90737,NOM,PER,woman,-1,21
2066,90750,90750,PRON,PER,We,-1,21
153,90759,90760,PROP,PER,Captain Harville,Captain Harville,21
2066,90771,90771,PRON,PER,their,-1,21
115,90774,90775,PROP,PER,Captain Wentworth,Captain Wentworth,21
407,90782,90783,NOM,FAC,the room,-1,21
115,90791,90791,PRON,PER,his,Captain Wentworth,21
92,90798,90798,PROP,PER,Anne,Anne,21
115,90803,90803,PRON,PER,him,Captain Wentworth,21
92,90806,90806,PRON,PER,she,Anne,21
115,90822,90822,PRON,PER,he,Captain Wentworth,21
2066,90827,90827,PRON,PER,them,-1,21
92,90836,90836,PRON,PER,she,Anne,21
115,90840,90840,PRON,PER,he,Captain Wentworth,21
92,90847,90847,PRON,PER,you,Anne,21
92,90849,90849,PRON,PER,your,Anne,21
153,90854,90855,PROP,PER,Captain Harville,Captain Harville,21
153,90866,90866,PRON,PER,I,Captain Harville,21
115,90881,90881,PRON,PER,my,Captain Wentworth,21
115,90884,90884,PRON,PER,I,Captain Wentworth,21
92,90889,90889,PRON,PER,you,Anne,21
115,90892,90892,PRON,PER,I,Captain Wentworth,21
92,90904,90904,PROP,PER,Anne,Anne,21
92,90926,90927,PROP,PER,Miss Elliot,Anne,21
115,90932,90932,PRON,PER,his,Captain Wentworth,21
115,90938,90938,PRON,PER,I,Captain Wentworth,21
3404,90941,90941,PRON,PER,we,-1,21
115,90946,90946,PRON,PER,I,Captain Wentworth,21
3405,90953,90954,NOM,PER,No man,-1,21
1147,90956,90956,NOM,PER,woman,-1,21
115,90964,90964,PRON,PER,me,Captain Wentworth,21
92,90971,90971,PRON,PER,you,Anne,21
115,90981,90981,PRON,PER,I,Captain Wentworth,21
155,90987,90987,PROP,PER,Benwick,Captain Benwick,21
115,90989,90989,PRON,PER,I,Captain Wentworth,21
92,90992,90992,PRON,PER,you,Anne,21
115,90999,90999,PRON,PER,my,Captain Wentworth,21
115,91005,91005,PRON,PER,I,Captain Wentworth,21
115,91009,91009,PRON,PER,I,Captain Wentworth,21
115,91015,91015,PRON,PER,my,Captain Wentworth,21
1147,91024,91024,NOM,PER,woman,-1,21
1147,91035,91035,NOM,PER,woman,-1,21
92,91041,91041,PRON,PER,you,Anne,21
2265,91050,91050,NOM,PER,men,-1,21
153,91055,91055,PRON,PER,I,Captain Harville,21
92,91063,91063,PRON,PER,you,Anne,21
2265,91073,91073,NOM,PER,Men,-1,21
3411,91079,91079,PRON,PER,us,-1,21
2265,91082,91082,PRON,PER,their,-1,21
2265,91089,91089,PRON,PER,theirs,-1,21
2265,91102,91102,PRON,PER,their,-1,21
153,91105,91105,PRON,PER,I,Captain Harville,21
3411,91119,91119,PRON,PER,we,-1,21
3411,91125,91125,PRON,PER,We,-1,21
3411,91129,91129,PRON,PER,We,-1,21
3411,91155,91155,PRON,PER,We,-1,21
3411,91166,91166,PRON,PER,our,-1,21
3411,91185,91185,PRON,PER,our,-1,21
3411,91200,91200,PRON,PER,us,-1,21
153,91236,91237,PROP,PER,Captain Harville,Captain Harville,21
153,91248,91248,PRON,PER,I,Captain Harville,21
92,91252,91252,PRON,PER,you,Anne,21
2268,91255,91256,NOM,PER,a man,-1,21
2268,91259,91259,PRON,PER,he,-1,21
2268,91265,91265,PRON,PER,his,-1,21
223,91265,91266,NOM,PER,his wife,-1,21
434,91268,91268,NOM,PER,children,-1,21
3415,91272,91280,NOM,VEH,the boat that he has sent them off in,-1,21
2268,91275,91275,PRON,PER,he,-1,21
2265,91278,91278,PRON,PER,them,-1,21
141,91298,91298,PROP,PER,God,God,21
3411,91301,91301,PRON,PER,we,-1,21
153,91311,91311,PRON,PER,I,Captain Harville,21
92,91315,91315,PRON,PER,you,Anne,21
2268,91319,91319,PRON,PER,his,-1,21
2268,91322,91322,PRON,PER,he,-1,21
2265,91325,91325,PRON,PER,them,-1,21
3416,91333,91334,NOM,PER,a twelvemonth,-1,21
2268,91348,91348,PRON,PER,he,-1,21
2265,91357,91357,PRON,PER,them,-1,21
2268,91363,91363,PRON,PER,himself,-1,21
2265,91369,91369,PRON,PER,They,-1,21
2265,91386,91386,PRON,PER,them,-1,21
2265,91393,91393,PRON,PER,them,-1,21
135,91400,91400,PROP,PER,Heaven,Heaven,21
2265,91403,91403,PRON,PER,them,-1,21
153,91413,91413,PRON,PER,I,Captain Harville,21
92,91417,91417,PRON,PER,you,Anne,21
2268,91424,91425,NOM,PER,a man,-1,21
2268,91443,91443,PRON,PER,his,-1,21
153,91446,91446,PRON,PER,I,Captain Harville,21
92,91449,91449,PRON,PER,you,Anne,21
3418,91454,91458,NOM,PER,such men as have hearts,-1,21
2068,91462,91462,PRON,PER,his,-1,21
92,91472,91472,PROP,PER,Anne,Anne,21
92,91476,91476,PRON,PER,I,Anne,21
92,91478,91478,PRON,PER,I,Anne,21
92,91487,91487,PRON,PER,you,Anne,21
92,91494,91494,PRON,PER,you,Anne,21
92,91499,91499,PRON,PER,I,Anne,21
92,91510,91510,PRON,PER,my,Anne,21
92,91515,91515,PRON,PER,I,Anne,21
92,91521,91521,PRON,PER,I,Anne,21
1147,91534,91534,NOM,PER,woman,-1,21
92,91538,91538,PRON,PER,I,Anne,21
92,91540,91540,PRON,PER,you,Anne,21
92,91548,91548,PRON,PER,your,Anne,21
92,91552,91552,PRON,PER,I,Anne,21
92,91554,91554,PRON,PER,you,Anne,21
92,91572,91572,PRON,PER,I,Anne,21
92,91582,91582,PRON,PER,you,Anne,21
92,91587,91587,PRON,PER,I,Anne,21
3420,91590,91593,NOM,PER,the woman you love,-1,21
92,91592,91592,PRON,PER,you,Anne,21
92,91599,91599,PRON,PER,you,Anne,21
92,91604,91604,PRON,PER,I,Anne,21
92,91607,91607,PRON,PER,my,Anne,21
92,91619,91619,PRON,PER,you,Anne,21
2069,91641,91641,PRON,PER,She,-1,21
2069,91650,91650,PRON,PER,her,-1,21
2069,91656,91656,PRON,PER,her,-1,21
2069,91663,91663,PRON,PER,You,-1,21
3421,91665,91667,NOM,PER,a good soul,-1,21
153,91671,91672,PROP,PER,Captain Harville,Captain Harville,21
153,91675,91675,PRON,PER,his,Captain Harville,21
2069,91678,91678,PRON,PER,her,-1,21
2069,91690,91690,PRON,PER,you,-1,21
153,91694,91694,PRON,PER,I,Captain Harville,21
155,91697,91697,PROP,PER,Benwick,Captain Benwick,21
153,91699,91699,PRON,PER,my,Captain Harville,21
2070,91705,91705,PRON,PER,Their,-1,21
360,91710,91711,NOM,PER,the others,-1,21
110,91713,91714,PROP,PER,Mrs Croft,Mrs Croft,21
115,91722,91722,PROP,PER,Frederick,Captain Wentworth,21
115,91724,91724,PRON,PER,you,Captain Wentworth,21
110,91726,91726,PRON,PER,I,Mrs Croft,21
3422,91728,91728,NOM,PER,company,-1,21
110,91730,91730,PRON,PER,I,Mrs Croft,21
110,91735,91735,PRON,PER,she,Mrs Croft,21
110,91738,91738,PRON,PER,I,Mrs Croft,21
286,91741,91741,NOM,FAC,home,-1,21
115,91744,91744,PRON,PER,you,Captain Wentworth,21
115,91749,91749,PRON,PER,your,Captain Wentworth,21
2723,91749,91750,NOM,PER,your friend,-1,21
2070,91755,91755,PRON,PER,we,-1,21
115,91765,91765,PRON,PER,your,Captain Wentworth,21
92,91772,91772,PROP,PER,Anne,Anne,21
2070,91776,91776,PRON,PER,We,-1,21
115,91778,91778,PRON,PER,your,Captain Wentworth,21
2370,91778,91779,NOM,PER,your sister,-1,21
110,91785,91785,PRON,PER,I,Mrs Croft,21
115,91787,91787,PROP,PER,Frederick,Captain Wentworth,21
110,91794,91794,PRON,PER,I,Mrs Croft,21
115,91801,91801,PRON,PER,you,Captain Wentworth,21
115,91805,91805,PROP,PER,Frederick,Captain Wentworth,21
115,91808,91808,PRON,PER,you,Captain Wentworth,21
2070,91814,91814,PRON,PER,ourselves,-1,21
115,91817,91818,PROP,PER,Captain Wentworth,Captain Wentworth,21
115,91843,91843,PRON,PER,he,Captain Wentworth,21
2070,91850,91850,PRON,PER,we,-1,21
153,91854,91854,PROP,PER,Harville,Captain Harville,21
115,91856,91856,PRON,PER,I,Captain Wentworth,21
115,91861,91861,PRON,PER,you,Captain Wentworth,21
153,91866,91866,PROP,PER,Harville,Captain Harville,21
115,91869,91869,PRON,PER,you,Captain Wentworth,21
115,91873,91873,PRON,PER,I,Captain Wentworth,21
115,91880,91880,PRON,PER,I,Captain Wentworth,21
115,91882,91882,PRON,PER,you,Captain Wentworth,21
115,91891,91891,PRON,PER,I,Captain Wentworth,21
115,91895,91895,PRON,PER,your,Captain Wentworth,21
110,91903,91904,PROP,PER,Mrs Croft,Mrs Croft,21
2072,91906,91906,PRON,PER,them,-1,21
115,91909,91910,PROP,PER,Captain Wentworth,Captain Wentworth,21
115,91914,91914,PRON,PER,his,Captain Wentworth,21
2073,91934,91934,PRON,PER,shewed,-1,21
92,91940,91940,PROP,PER,Anne,Anne,21
92,91948,91948,PRON,PER,She,Anne,21
115,91958,91958,PRON,PER,you,Captain Wentworth,21
153,91962,91963,PROP,PER,Captain Harville,Captain Harville,21
153,91967,91967,PRON,PER,him,Captain Harville,21
153,91976,91976,PRON,PER,He,Captain Harville,21
407,91981,91982,NOM,FAC,the room,-1,21
92,91987,91987,PRON,PER,She,Anne,21
153,92001,92001,PRON,PER,he,Captain Harville,21
153,92018,92018,PRON,PER,himself,Captain Harville,21
153,92020,92020,PRON,PER,He,Captain Harville,21
2072,92022,92022,PRON,PER,their,-1,21
153,92026,92026,PRON,PER,he,Captain Harville,21
153,92029,92029,PRON,PER,his,Captain Harville,21
407,92035,92036,NOM,FAC,the room,-1,21
153,92042,92042,PRON,PER,he,Captain Harville,21
92,92056,92056,PROP,PER,Anne,Anne,21
92,92064,92064,PRON,PER,her,Anne,21
153,92072,92072,PRON,PER,his,Captain Harville,21
407,92079,92080,NOM,FAC,the room,-1,21
95,92084,92085,PROP,PER,Mrs Musgrove,Charles,21
153,92089,92089,PRON,PER,his,Captain Harville,21
92,92108,92108,PROP,PER,Anne,Anne,21
218,92126,92128,PROP,PER,Miss A. E.--,Miss A. E.--,21
153,92136,92136,PRON,PER,he,Captain Harville,21
155,92150,92151,PROP,PER,Captain Benwick,Captain Benwick,21
153,92153,92153,PRON,PER,he,Captain Harville,21
92,92158,92158,PRON,PER,her,Anne,21
2077,92169,92170,NOM,LOC,this world,-1,21
92,92174,92174,PRON,PER,her,Anne,21
95,92188,92189,PROP,PER,Mrs Musgrove,Charles,21
92,92194,92194,PRON,PER,her,Anne,21
92,92197,92197,PRON,PER,her,Anne,21
2078,92202,92202,PRON,PER,their,-1,21
92,92204,92204,PRON,PER,she,Anne,21
153,92214,92214,PRON,PER,he,Captain Harville,21
153,92224,92224,PRON,PER,he,Captain Harville,21
92,92230,92230,PRON,PER,her,Anne,21
92,92238,92238,PRON,PER,I,Anne,21
92,92246,92246,PRON,PER,I,Anne,21
3426,92250,92250,PRON,PER,you,-1,21
92,92257,92257,PRON,PER,my,Anne,21
3426,92260,92260,PRON,PER,You,-1,21
92,92262,92262,PRON,PER,my,Anne,21
92,92265,92265,PRON,PER,I,Anne,21
92,92274,92274,PRON,PER,me,Anne,21
92,92277,92277,PRON,PER,I,Anne,21
92,92291,92291,PRON,PER,I,Anne,21
92,92293,92293,PRON,PER,myself,Anne,21
3426,92295,92295,PRON,PER,you,-1,21
3426,92302,92302,PRON,PER,your,-1,21
3426,92306,92306,PRON,PER,you,-1,21
2691,92321,92322,NOM,PER,that man,-1,21
1147,92326,92326,NOM,PER,woman,-1,21
2691,92329,92329,PRON,PER,his,-1,21
92,92336,92336,PRON,PER,I,Anne,21
3426,92341,92341,PRON,PER,you,-1,21
92,92344,92344,PRON,PER,I,Anne,21
92,92352,92352,PRON,PER,I,Anne,21
3426,92360,92360,PRON,PER,You,-1,21
92,92364,92364,PRON,PER,me,Anne,21
9,92366,92366,PROP,GPE,Bath,Bath,21
3426,92369,92369,PRON,PER,you,-1,21
92,92372,92372,PRON,PER,I,Anne,21
3426,92378,92378,PRON,PER,you,-1,21
3426,92384,92384,PRON,PER,you,-1,21
92,92389,92389,PRON,PER,my,Anne,21
92,92392,92392,PRON,PER,I,Anne,21
92,92402,92402,PRON,PER,I,Anne,21
3426,92405,92405,PRON,PER,your,-1,21
92,92409,92409,PRON,PER,I,Anne,21
3426,92411,92411,PRON,PER,you,-1,21
92,92415,92415,PRON,PER,mine,Anne,21
92,92417,92417,PRON,PER,I,Anne,21
92,92422,92422,PRON,PER,I,Anne,21
92,92430,92430,PRON,PER,me,Anne,21
3426,92432,92432,PRON,PER,You,-1,21
3426,92434,92434,PRON,PER,your,-1,21
92,92438,92438,PRON,PER,I,Anne,21
392,92452,92452,NOM,PER,others,-1,21
3430,92457,92459,NOM,PER,too excellent creature,-1,21
3426,92461,92461,PRON,PER,You,-1,21
3431,92463,92463,PRON,PER,us,-1,21
3426,92468,92468,PRON,PER,You,-1,21
2265,92479,92479,NOM,PER,men,-1,21
92,92495,92495,PRON,PER,I,Anne,21
92,92501,92501,PRON,PER,my,Anne,21
92,92505,92505,PRON,PER,I,Anne,21
3426,92512,92512,PRON,PER,your,-1,21
3065,92512,92513,NOM,PER,your party,-1,21
92,92532,92532,PRON,PER,I,Anne,21
3426,92534,92534,PRON,PER,your,-1,21
2203,92534,92535,NOM,PER,your father,-1,21
3435,92534,92537,NOM,FAC,your father 's house,-1,21
2079,92565,92565,PRON,PER,her,-1,21
2079,92576,92576,PRON,PER,she,-1,21
2079,92585,92585,PRON,PER,her,-1,21
2079,92608,92608,PRON,PER,she,-1,21
95,92618,92618,PROP,PER,Charles,Charles,21
93,92620,92620,PROP,PER,Mary,Mary,21
121,92623,92623,PROP,PER,Henrietta,Henrietta,21
2079,92634,92634,PRON,PER,herself,-1,21
2079,92645,92645,PRON,PER,she,-1,21
2079,92651,92651,PRON,PER,She,-1,21
2080,92658,92658,PRON,PER,they,-1,21
2079,92669,92669,PRON,PER,herself,-1,21
2080,92671,92671,PRON,PER,They,-1,21
2079,92676,92676,PRON,PER,she,-1,21
2079,92691,92691,PRON,PER,her,-1,21
238,92693,92694,NOM,LOC,the world,-1,21
2080,92701,92701,PRON,PER,they,-1,21
2079,92709,92709,PRON,PER,her,-1,21
1885,92715,92716,NOM,FAC,that room,-1,21
2079,92721,92721,PRON,PER,her,-1,21
2080,92727,92727,PRON,PER,them,-1,21
2079,92733,92733,PRON,PER,her,-1,21
2079,92741,92741,PRON,PER,she,-1,21
2079,92743,92743,PRON,PER,she,-1,21
286,92746,92746,NOM,FAC,home,-1,21
95,92753,92753,PRON,PER,my,Charles,21
2310,92753,92754,NOM,PER,my dear,-1,21
95,92758,92759,PROP,PER,Mrs Musgrove,Charles,21
286,92763,92763,NOM,FAC,home,-1,21
2310,92770,92770,PRON,PER,yourself,-1,21
2310,92773,92773,PRON,PER,you,-1,21
95,92781,92781,PRON,PER,I,Charles,21
168,92783,92783,PROP,PER,Sarah,Sarah,21
2310,92788,92788,PRON,PER,you,-1,21
95,92791,92791,PRON,PER,I,Charles,21
3438,92793,92794,NOM,PER,no doctor,-1,21
95,92795,92795,PRON,PER,myself,Charles,21
95,92797,92797,PROP,PER,Charles,Charles,21
168,92805,92805,PRON,PER,She,Sarah,21
115,92831,92832,PROP,PER,Captain Wentworth,Captain Wentworth,21
2079,92837,92837,PRON,PER,her,-1,21
1095,92843,92844,NOM,GPE,the town,-1,21
2079,92847,92847,PRON,PER,she,-1,21
115,92853,92853,PRON,PER,him,Captain Wentworth,21
95,92868,92869,PROP,PER,Mrs Musgrove,Charles,21
95,92882,92882,PRON,PER,herself,Charles,21
92,92898,92898,PROP,PER,Anne,Anne,21
92,92913,92913,PRON,PER,her,Anne,21
92,92917,92917,PRON,PER,she,Anne,21
92,92930,92930,PRON,PER,her,Anne,21
92,92937,92937,PRON,PER,her,Anne,21
92,92949,92949,PROP,PER,Anne,Anne,21
92,92955,92955,PRON,PER,I,Anne,21
2571,92959,92959,NOM,PER,ma'am,-1,21
3440,92976,92978,NOM,PER,the other gentlemen,-1,21
3441,92980,92980,PRON,PER,we,-1,21
2571,92984,92984,PRON,PER,your,-1,21
92,92990,92990,PRON,PER,I,Anne,21
92,93000,93000,PRON,PER,I,Anne,21
2571,93002,93002,PRON,PER,you,-1,21
153,93006,93007,PROP,PER,Captain Harville,Captain Harville,21
115,93009,93010,PROP,PER,Captain Wentworth,Captain Wentworth,21
3441,93013,93013,PRON,PER,we,-1,21
3442,93017,93017,PRON,PER,them,-1,21
92,93024,93024,PRON,PER,my,Anne,21
2310,93024,93025,NOM,PER,my dear,-1,21
92,93032,93032,PRON,PER,I,Anne,21
2310,93034,93034,PRON,PER,you,-1,21
92,93035,93035,PRON,PER,my,Anne,21
153,93038,93039,PROP,PER,Captain Harville,Captain Harville,21
2571,93050,93050,PRON,PER,you,-1,21
92,93055,93055,PRON,PER,I,Anne,21
92,93060,93060,PRON,PER,I,Anne,21
2571,93068,93068,PRON,PER,you,-1,21
92,93070,93070,PRON,PER,me,Anne,21
2571,93076,93076,PRON,PER,you,-1,21
3442,93078,93078,PRON,PER,them,-1,21
2571,93081,93081,PRON,PER,You,-1,21
3442,93084,93084,PRON,PER,them,-1,21
92,93089,93089,PRON,PER,I,Anne,21
92,93095,93095,PRON,PER,me,Anne,21
92,93102,93102,PRON,PER,I,Anne,21
2571,93106,93106,PRON,PER,you,-1,21
95,93110,93110,PROP,PER,Charles,Charles,21
2571,93113,93113,PRON,PER,you,-1,21
153,93115,93116,PROP,PER,Captain Harville,Captain Harville,21
92,93122,93123,PROP,PER,Miss Anne,Anne,21
92,93130,93130,PRON,PER,my,Anne,21
2310,93130,93131,NOM,PER,my dear,-1,21
2571,93133,93133,PRON,PER,you,-1,21
153,93139,93140,PROP,PER,Captain Harville,Captain Harville,21
153,93142,93142,PRON,PER,himself,Captain Harville,21
92,93146,93146,PRON,PER,I,Anne,21
153,93153,93154,PROP,PER,Captain Wentworth,Captain Harville,21
92,93158,93158,PRON,PER,I,Anne,21
92,93163,93163,PROP,PER,Anne,Anne,21
92,93170,93170,PRON,PER,her,Anne,21
92,93180,93180,PRON,PER,her,Anne,21
2085,93194,93194,PRON,PER,he,-1,21
58,93199,93200,PROP,GPE,Camden Place,Camden Place,21
2085,93201,93201,PRON,PER,himself,-1,21
92,93207,93207,PRON,PER,her,Anne,21
153,93215,93216,PROP,PER,Captain Harville,Captain Harville,21
95,93223,93223,PROP,PER,Charles,Charles,21
95,93226,93226,PRON,PER,his,Charles,21
286,93235,93235,NOM,FAC,home,-1,21
92,93237,93237,PRON,PER,her,Anne,21
2085,93243,93243,PRON,PER,him,-1,21
92,93251,93251,PRON,PER,she,Anne,21
2085,93258,93258,PRON,PER,he,-1,21
2087,93264,93265,NOM,PER,a gunsmith,-1,21
92,93273,93273,PRON,PER,her,Anne,21
92,93276,93276,PRON,PER,she,Anne,21
2085,93280,93280,PRON,PER,him,-1,21
2088,93289,93289,PRON,PER,They,-1,21
78,93292,93293,PROP,FAC,Union Street,Union Street,21
92,93308,93308,PRON,PER,her,Anne,21
115,93317,93318,PROP,PER,Captain Wentworth,Captain Wentworth,21
2085,93320,93320,PRON,PER,He,-1,21
2088,93322,93322,PRON,PER,them,-1,21
92,93343,93343,PROP,PER,Anne,Anne,21
92,93346,93346,PRON,PER,herself,Anne,21
2085,93375,93375,PRON,PER,He,-1,21
92,93378,93378,PRON,PER,her,Anne,21
219,93381,93381,PROP,PER,Presently,Presently,21
95,93389,93389,PROP,PER,Charles,Charles,21
115,93392,93393,PROP,PER,Captain Wentworth,Captain Wentworth,21
115,93398,93398,PRON,PER,you,Captain Wentworth,21
73,93403,93404,PROP,FAC,Gay Street,Gay Street,21
1095,93409,93410,NOM,GPE,the town,-1,21
115,93414,93414,PRON,PER,I,Captain Wentworth,21
115,93420,93421,PROP,PER,Captain Wentworth,Captain Wentworth,21
115,93427,93427,PRON,PER,you,Captain Wentworth,21
76,93432,93432,PROP,GPE,Belmont,Belmont,21
115,93435,93435,PRON,PER,you,Captain Wentworth,21
58,93438,93439,PROP,FAC,Camden Place,Camden Place,21
115,93444,93444,PRON,PER,you,Captain Wentworth,21
95,93447,93447,PRON,PER,I,Charles,21
115,93454,93454,PRON,PER,you,Captain Wentworth,21
95,93457,93457,PRON,PER,my,Charles,21
92,93462,93462,PROP,PER,Anne,Anne,21
115,93463,93463,PRON,PER,your,Captain Wentworth,21
92,93466,93466,PRON,PER,her,Anne,21
275,93466,93467,NOM,PER,her father,-1,21
92,93471,93471,PRON,PER,She,Anne,21
95,93489,93489,PRON,PER,I,Charles,21
3447,93494,93495,NOM,PER,that fellow,-1,21
3448,93494,93500,NOM,FAC,that fellow 's in the Market Place,-1,21
3449,93498,93500,NOM,FAC,the Market Place,-1,21
115,93502,93502,PRON,PER,He,Captain Wentworth,21
95,93504,93504,PRON,PER,me,Charles,21
115,93511,93511,PRON,PER,he,Captain Wentworth,21
115,93520,93520,PRON,PER,he,Captain Wentworth,21
95,93532,93532,PRON,PER,I,Charles,21
95,93539,93539,PRON,PER,I,Charles,21
95,93546,93546,PRON,PER,I,Charles,21
115,93552,93552,PRON,PER,his,Captain Wentworth,21
95,93566,93566,PRON,PER,mine,Charles,21
95,93569,93569,PRON,PER,you,Charles,21
43,93575,93575,PROP,GPE,Winthrop,Winthrop,21
95,93617,93617,PROP,PER,Charles,Charles,21
78,93623,93624,PROP,FAC,Union Street,Union Street,21
2089,93641,93641,PRON,PER,them,-1,21
2089,93644,93644,PRON,PER,their,-1,21
2090,93647,93653,NOM,FAC,the comparatively quiet and retired gravel walk,-1,21
2089,93681,93681,PRON,PER,their,-1,21
2089,93689,93689,PRON,PER,they,-1,21
